GRUPO;IDENTIFICADOR;CODIGO;SERVICIO
ESPECIAL;5341;;BORRELIA BURGDORFERI (LYME), ANTICUERPOS IGG E IGM (INMUNOBLOT)
ESPECIAL;5342;;BORRELIA BURGDORFERI ANTICUERPOS IGG - IGM (ENF. DE LYME)
ESPECIAL;5343;;BORRELIA BURGDORFERI ANTICUERPOS IGG (ENF. DE LYME)
ESPECIAL;5344;;BORRELIA BURGDORFERI ANTICUERPOS IGM (ENF. DE LYME)
ESPECIAL;5356;;C1 ESTERASA INHIBIDOR: FUNCIONAL
ESPECIAL;5357;;C1 INHIBIDOR DE LA ESTERASA (CONCENTRACIÓN)
ESPECIAL;5358;;C1Q AUTOANTICUERPO
ESPECIAL;5359;;C1Q INMUNOCOMPLEJO
ESPECIAL;5360;;C2 FRACCIÓN DEL COMPLEMENTO
ESPECIAL;5361;;C3 FRACCION DEL COMPLEMENTO
ESPECIAL;5362;;C4 FRACCION DEL COMPLEMENTO
ESPECIAL;5363;;C5 FRACCIÓN DEL COMPLEMENTO
ESPECIAL;5364;;C6 FRACCIÓN DEL COMPLEMENTO
ESPECIAL;5365;;C7 FRACCIÓN DEL COMPLEMENTO
ESPECIAL;5366;;C8 FRACCIÓN DEL COMPLEMENTO
ESPECIAL;5367;;C9 FRACCION DEL COMPLEMENTO
ESPECIAL;5390;;CANCER COLORRECTAL HEREDITARIO NO ASOCIADO A POLIPOSIS (HNPCC) - GENES: MLH1, MSH2, MSH6. SECUENCIACION.
ESPECIAL;5392;;CANCER COLORRECTAL HEREDITARIO NO POLIPOSICO (HNPCC) GEN MLH1 - SECUENCIACION COMPLETA
ESPECIAL;5394;;CANCER DE MAMA - GENES BRCA1 Y BRCA2: MUTACIONES POBLACION COLOMBIA.
ESPECIAL;5396;;CANCER DE MAMA Y OVARIO FAMILIAR - 17 GENES : BRCA1, BRCA2, BARD1, BRIP1, ATM, CDH1, CHEK2, ERCC4, PALB2, PTEN, RAD51, RAD51C, RAD51D, RECQL, STK11, TP53, XRCC2
ESPECIAL;5398;;CANCER DE PROSTATA - GEN PCA3 (TMA).
ESPECIAL;5399;;CANCER FAMILIAR - 42 GENES: ATM, BRCA1, BRCA2, BRIP1, CDH1, CHEK, EPCAM, FANCA, FANCC, FANCD2, FANCE, FANCF, FANCG, MEN1, MLH1, MSH2, MSH6, MUTYH, NBN, PALB2, PMS2, PTEN, RAD51C, RAD51D, SDHB, SDHC, SDHD, SLX4, STK11, TP53, BLM, BMPR1A, CDKN2A, HOXB13, TMEM127, MET, MAX, RET, SDHAF2, BARD1, MRE11A, RAD50, XRCC Y APC
ESPECIAL;5400;;CANCER GÁSTRICO FAMILIAR -  GEN CDH1 - MLPA.
ESPECIAL;7121;;CARIOTIPO BANDEO C EN SANGRE PERIFERICA
ESPECIAL;7123;;CARIOTIPO BANDEO G EN SANGRE FETAL  
ESPECIAL;7125;;CARIOTIPO BANDEO G EN SANGRE PERIFERICA ALTA RESOLUCIÓN
ESPECIAL;7127;;CARIOTIPO BANDEO Q EN LIQUIDO AMNIOTICO  
ESPECIAL;7129;;CARIOTIPO BANDEO R ALTA RESOLUCIÓN EN SANGRE PERIFERICA
ESPECIAL;7143;;CARIOTIPO CON CONTEO 50 METAFASES - ALTA RESOLUCION
ESPECIAL;7132;;CARIOTIPO CON CONTEO DE 100 METAFASES - CONVENCIONAL 
ESPECIAL;7134;;CARIOTIPO DE PAREJA
ESPECIAL;7144;;CARIOTIPO EN LIQUIDO AMNIOTICO  (BANDEO C)
ESPECIAL;7136;;CARIOTIPO EN RESTOS OVULARES
ESPECIAL;7138;;CARIOTIPO ESTADO LEUCEMICO EN MEDULA OSEA
ESPECIAL;7140;;CARIOTIPO PARA CROMOSOMA FILADELFIA
ESPECIAL;7142;;CARIOTIPO X FRAGIL 
ESPECIAL;934;;CD 34
ESPECIAL;5449;;CELULAS L.E.
ESPECIAL;5450;;CELULAS PARIETALES GASTRICAS ANTICUERPOS (EIA)
ESPECIAL;5493;;CITOSOL HEPATICO TIPO 1 (LC1) ANTICUERPOS
ESPECIAL;5497;;C-KIT  (EXONES 9, 11, 13, 17) SCREENING
ESPECIAL;5502;;CLOSTRIDIUM DIFFICILE TOXINA A Y B (EVALUACIÓN)
ESPECIAL;5521;;COMPLEMENTO HEMOLÍTICO VÍA ALTERNA (AH50)
ESPECIAL;7146;;CROMOSOMA Y, MICRODELECIONES
ESPECIAL;5582;;DEFICIT CONGENITO HORMONA DE CRECIMIENTO - GEN GH1 - SECUENCIACION COMPLETA  
ESPECIAL;5584;;DEFICIT DE ORNITINA CARBAMIL TRANSFERASA – GEN OTC -  SECUENCIACION COMPLETA
ESPECIAL;5596;;DESIPRAMINA, NIVELES SERICOS
ESPECIAL;5597;;DESMOGLEINA 1 Y 3, ANTICUERPOS (PENFIGO)
ESPECIAL;5635;;DISTROFIA MIOTONICA TIPO 1 (DM1) , ENFERMEDAD DE STEINER - GEN DMPK . (DETECCIÓN EXPANSIÓN CTG MEDIANTE PCR Y TP-PCR)
ESPECIAL;5637;;DISTROFIA MUSCULAR CINTURA MIEMBRO (PANEL MOLECULAR)  MENOS DE 30 GENES
ESPECIAL;5639;;DISTROFIA MUSCULAR DE BECKER, DUCHENNE, EMERY-DREYFUS, MIYOSHI - 7 GENES: ANO5, DMD, DYSF, EMD, LMNA, SYNE1, SYNE2
ESPECIAL;5641;;DISTROFIA MUSCULAR DE CINTURAS TIPO 2B - GEN  DYSF - SECUENCIACIÓN COMPLETA
ESPECIAL;5643;;DISTROFIA MUSCULAR DE CINTURAS Y MIEMBROS - 7 GENES: CAPN3, DYSF, SGCG, SGCA, SGCB, SGCD, TCAP
ESPECIAL;5645;;DISTROFIA MUSCULAR DE DUCHENNE - BECKER. GEN DMD (DELECCIONES Y DUPLICACIONES) -MLPA.
ESPECIAL;5647;;DISTROFIA MUSCULAR DE DUCHENNE/BECKER SECUENCIACIACION Y GRANDES DELECCIONES/DUPLICACIONES -7  GENES: ANO5, DMD, DYSF, EMD, LMNA, SYNE1, SYNE2 Y MLPA DEL GEN DMD
ESPECIAL;5649;;DISTROFIA MUSCULAR ESPINAL - 2 GENES: SMN1, SMN2 
ESPECIAL;5651;;DISTROFIA MUSCULAR ÓCULO-FARÍNGEA -  GEN  PABPN1 - (DETECCIÓN EXPANSIÓN GCG MEDIANTE PCR).
ESPECIAL;5652;;DNP (DESOXIRIBONUCLEOPROTEINA)  ANTICUERPOS
ESPECIAL;5653;;DOBLE MARCADOR (B-HCG LIBRE , PAP-A) 1ER TRIMESTRE ( CON INTERPRETACIÓN)
ESPECIAL;5686;;ENFERMEDAD CELIACA: EVALUACION (ENDOMISIO IGA - GLIADINA IGA E IGG - TRASGLUTAMINASA IGG E IGA- RETICULINA IGA)
ESPECIAL;5695;;ENFERMEDAD TAY-SACHS DEFICIENCIA HEXOSAMINIDASA A - GEN HEXA. SECUENCIACIÓN COMPLETA
ESPECIAL;5696;;ENFERMEDADES MITOCONDRIALES – ADN MITOCONDRIAL MEDIANTE MLPA
ESPECIAL;5697;;ENFERMEDADES MITOCONDRIALES – SECUENCIACION COMPLETA DEL ADN MITOCONDRIAL
ESPECIAL;5757;;FACTOR DE CRECIMIEN. II SIMILAR A LA INSULINA (IGF-II)
ESPECIAL;5758;;FACTOR DE CRECIMIENTO ENDOTELIAL VASCULAR
ESPECIAL;5759;;FACTOR DE CRECIMIENTO FIBROBLASTICO 23 - FGF23
ESPECIAL;5760;;FACTOR DE CRECIMIENTO PLACENTARIO (PIGF)
ESPECIAL;5761;;FACTOR DE NECROSIS TUMORAL ALFA (ALTA SENSIBILIDAD)
ESPECIAL;5762;;FACTOR DE VON WILLEBRAN (F. VW ANTIGENO)
ESPECIAL;5763;;FACTOR DE VON WILLEBRAN: MULTIMEROS
ESPECIAL;5764;;FACTOR H, COMPLEMENTO
ESPECIAL;5765;;FACTOR I, COMPLEMENTO
ESPECIAL;5766;;FACTOR INTRINSECO: AC. BLOQUEADORES /FIJADORES
ESPECIAL;5768;;FACTOR REUMATOIDEO: ANTICUERPOS IGM
ESPECIAL;5769;;FACTOR V DE LEIDEN + PROTOMBINA MUTACION
ESPECIAL;5770;;FACTOR V DE LEIDEN, MUTACION G1691A
ESPECIAL;5771;;FACTOR VIII CRIOPRECIPITADO
ESPECIAL;5772;;FACTOR VON WILLEBRAND  PROTEASA DE CLIVAJE (ADAMTS13)
ESPECIAL;5792;;FIBROTEST/FIBROSURE (VIRUS DE LA HEPATITIS C)
ESPECIAL;5796;;FILARIA, ESTUDIO
ESPECIAL;5797;;"FISH -  IGH/BCL2, T(14;18) -  (LLC-B, LINFOMA)"
ESPECIAL;5798;;FISH -  XQ 27.3 . CHR. X
ESPECIAL;5799;;FISH - 14Q (IGH) - LEUCEMIA  (LLC-B), MIELOMA MULTIPLE, LINFOMA
ESPECIAL;5800;;FISH - 14Q32  (LLC-B, LINFOMA, MM)
ESPECIAL;5801;;FISH - 6Q27
ESPECIAL;5802;;"FISH – AML1-ETO T(8;21) - LEUCEMIA (LMA)"
ESPECIAL;5803;;FISH - AMP(8Q24) CMYC - LINFOMA MAMA, PROSTATA
ESPECIAL;5804;;FISH - ANEUPLOIDIAS 13,18,21,X Y Y
ESPECIAL;5805;;FISH - BCL6  T(3Q27)  (LINFOMA )
ESPECIAL;5806;;"FISH - BURKIT TS/NHL/ALL, IGH/MYC, T(8;14)"
ESPECIAL;5807;;FISH - CANCER DE PULMON, REARREGLO ALK 2P23 
ESPECIAL;5808;;"FISH - CBFB-MYH11 T(16;16)/INV(16) - LEUCEMIA (LMA)"
ESPECIAL;5809;;FISH - CROMOSOMA 6. CEP2 (6P11.1-Q11.1) - MIELOMA MULTIPLE
ESPECIAL;5810;;FISH - DEL(10Q23) PTEN - MAMA, PROSTATA, GLIOMA
ESPECIAL;5811;;FISH - DEL(1P)/AMP(1Q), 1Q21/1P32 CDKN2C, CKS1B - MIELOMA MÚLTIPLE
ESPECIAL;5812;;FISH  DEL(XP 22.3) - SINDROME KALLMAN   
ESPECIAL;5813;;"FISH - E2A/PBX1 T(1;19)  - LEUCEMIA"
ESPECIAL;5814;;FISH - FGFR1, T(8P12) - LEUCEMIA (LMA)
ESPECIAL;5815;;FISH - GEN RB1 (13Q14) LEUCEMIA (LLC-B) - MIELOMA MULTIPLE
ESPECIAL;5816;;FISH - HER 2 NEU
ESPECIAL;5817;;"FISH - IGH/MYC T(8;14) - (LINFOMA DE BURKIT, LLA-B)"
ESPECIAL;5818;;FISH - ISOCROMOSOMA 17Q
ESPECIAL;5819;;"FISH - LINFOMA DE CÉLULAS DEL MANTO, IGH/CCNDI, T(11;14) "
ESPECIAL;5820;;"FISH - MALT LINFOMA, API2/MALT1, T(11;18)"
ESPECIAL;5821;;FISH - MDM2 (AMP(12Q15)/CEP12) Y CDK4  (AMP(12Q14.1))
ESPECIAL;5822;;FISH - MIELOMA MULTIPLE 13Q, 17P, 14Q32 
ESPECIAL;5823;;FISH - MILLER-DIEKER (17P13.3)
ESPECIAL;5824;;"FISH - MONOSOMIA DEL 7  (7Q22; 7Q36; CEN 7) "
ESPECIAL;5825;;FISH - NMYC - AMP(2P24) - NEUROBLASTOMA
ESPECIAL;5826;;FISH - OLIGODENDROGLIOMA, 1P/19Q 
ESPECIAL;5827;;FISH - PDGFRB, 5Q33.1 - (LMC-NPM/ NEOPLASMAS MP)
ESPECIAL;5828;;"FISH - PML/RARA T(15;17) - (LEUCEMIA PROLINFOCITICA AGUDA-APL/AML-M3)"
ESPECIAL;5829;;FISH - PRADER WILLI/ANGELMAN (SNRPN)
ESPECIAL;5830;;FISH - SARCOMA - GEN WT1 - T(11P13)
ESPECIAL;5832;;FISH - SINDROME DE ANGELMAN (REGIÓN 15Q11)
ESPECIAL;5833;;FISH - SÍNDROME DE CRIDU CHAT - 5P 
ESPECIAL;5834;;FISH - SINDROME DE DIGEORGE CROMOSOMA 22Q11 (VELOCARDIOFACIAL)
ESPECIAL;5835;;FISH - SINDROME DE PRADER WILLI (REGIÓN 15Q11-Q13) - 
ESPECIAL;5836;;FISH - SINDROME DE RUBINSTEIN TAYBI DEL(16P13)
ESPECIAL;5837;;FISH - SINDROME DE WILLIAMS (MICRODELECCIONES - 7Q11.23 )
ESPECIAL;5838;;FISH - SMITH MAGENIS REGION 17P11.2
ESPECIAL;5839;;"FISH - T(21;22)(Q22;Q12) EWSR1/ERG - SARCOMA"
ESPECIAL;5840;;"FISH - TEL/AML1 T(12;21)  (LLA-B)"
ESPECIAL;5841;;FISH 5Q31 / 5Q33 / 5P15( SINDROME MIELODISPLASICO)
ESPECIAL;5842;;FISH CROMOSOMA X Y Y
ESPECIAL;5843;;FISH DEL (20Q) MALIGNIDADES MIELOIDES: SMD, LMA, POLICITEMIA VERA
ESPECIAL;5844;;FISH DEL(4P16.3) - SINDRME WOLF-HIRSCHHORN
ESPECIAL;5845;;FISH ESPERMATICO (13,18,21, X Y Y)
ESPECIAL;5846;;FISH GEN SHOX REG XP22
ESPECIAL;5847;;FISH GEN SRY   DEL(YP11.3) - (DISGENESIA GONADAL)
ESPECIAL;5848;;"FISH IGH/MAF T(14;16) (Q32;Q23)"
ESPECIAL;5849;;"FISH IGH/MAF T(14;20) - MIELOMA MÚLTIPLE"
ESPECIAL;5850;;FISH ISOCROMOSOMA 12
ESPECIAL;5851;;FISH JAK2 - NEOPLASIA MIELOPROLIFERATIVA T(9P24.1)
ESPECIAL;5852;;FISH SYT (SS18) SARCOMA SINOVIAL (18Q11.2)
ESPECIAL;5853;;"FISH T(14;17)(Q32;Q21) - IGH/IGF2BP1 - LEUCEMIA (LPA)"
ESPECIAL;5854;;"FISH T(3;3)(Q21;Q26.3) RPN1-EVI1 - LEUCEMIA (LMA)"
ESPECIAL;5855;;"FISH T(4;11) )(Q21;Q23) - KMT2A-AFF1 - LEUCEMIA (LLA-B)"
ESPECIAL;5856;;"FISH TRANSLOCACION CROMOSOMICA (6;9) (DEK/NUP214)"
ESPECIAL;5857;;FISH TRISOMIA 12 ( CHR. 12 )
ESPECIAL;5858;;FISH-11Q23 (LMA, LLA-B) 
ESPECIAL;5859;;"FISH-BCR/ABL TRANSLOC DEL CROM 9;22  (LMC, LMA, LLA-B, SMP)"
ESPECIAL;5860;;FISH-LEUCEMIA GEN FIP1L1-PDGFRA (REARREGLO  4Q12) (LMC -SINDROME HIPREOSINOFILICO, SMP)
ESPECIAL;5861;;"FISH-MIELOMA MULTIPLE IGH/FGFR3, T(4;14)"
ESPECIAL;5862;;FISH-TP53 ( 17P13)
ESPECIAL;5863;;FLT3 MUTACIÓN  ( LEUCEMIA MIELOIDE AGUDA - LMA) - PCR
ESPECIAL;5889;;FUNGITELL (1-3)-ß-D-GLUCANO
ESPECIAL;2423;;GAD - 65, ANTIC.
ESPECIAL;5898;;GANGLIOSIDOS (SULFATIDOS, GM1,GM2,GM3,GM4,GD1A,GD1B,GD2,GD3,GT1A,GT1B,GQ1B) ANTICUERPOS TIPO IGG
ESPECIAL;5899;;GANGLIOSIDOS (SULFATIDOS,GM1,GM2,GM3,GD1A,GD1B,GD3,GT1A,GT1B,GQ1B) ANTICUERPOS TIPO IGM
ESPECIAL;916;;GENOTIPO R PLUS (INHIBIDOR DE TRANSCRIPTASA Y PROTEASA)
ESPECIAL;967;;H L A
ESPECIAL;5950;;HANSEN: LINFA
ESPECIAL;5951;;HANSEN: MOCO
ESPECIAL;5987;;HEPATITIS C VIRUS (HCV), RESISTENCIAS  ANTIVIRALES (Q80K - NS3) -SECUENCIACIÓN
ESPECIAL;5988;;HEPATITIS C VIRUS (HCV), RESISTENCIAS ANTIVIRALES (GENOTIPO 1A,1B) (NS5A) SECUENCIACIÓN
ESPECIAL;5992;;HEPATITIS C: INMUNOBLOT (P.CONFIRMATORIA)
ESPECIAL;5998;;HEPATITIS D: (DELTA): ANTÍGENO VIRAL
ESPECIAL;6009;;HERPES VIRUS TIPO VI: ANTICUERPOS IGM
ESPECIAL;6018;;HEXOSAMINIDASA  TOTAL  EN SUERO (A Y B)
ESPECIAL;6019;;HEXOSAMINIDASA TOTAL EN LEUCOCITOS (A Y B)
ESPECIAL;6023;;"HIDROCARBUROS CUANTITATATIVOS POR HPLC: FENOL (BENCENO); ACIDO HIPURICO (TOLUENO); ACIDO METIL HIPURICO ( XILENO) (COMPLEJO BTX)"
ESPECIAL;6039;;HIPERLIPOPROTEINEMIA TIPO 1 – GEN LPL - SECUENCIACION COMPLETA.
ESPECIAL;6043;;HIPERPLASIA SUPRARRENAL CONGÉNITA  (DÉFICIT DE LA 3-BETA-HIDROXIESTEROIDE-DESHIDROGENASA)– GEN HSD3B2 -SECUENCIACIÓN COMPLETA.
ESPECIAL;6044;;HIPERPLASIA SUPRARRENAL CONGÉNITA – GEN CYP21A2 - MLPA.
ESPECIAL;6045;;HIPERSENSIBILIDAD A PNEUMONITIS, TAMIZAJE (ASP. FUMIGATUS, MICROPOLYSPORA FAENI, PIGEON SERUM, T. CANDIDUS, T. VULGARIS, S. VIRIDIS )
ESPECIAL;6046;;HIPOACUSIA NO SINDROMICA – GENES GJB2, GJB6, GJB3 - MLPA.
ESPECIAL;6051;;HIPOVENTILACION CENTRAL CONGENITA  ( SINDROME DE ONDINE ) - GEN PHOX2B - SECUENCIACION COMPLETA.
ESPECIAL;6052;;HIPOVENTILACION CENTRAL CONGENITA SINDROME - 6 GENES: ASCL1, BDNF, EDN3, GDNF, PHOX2B, RET
ESPECIAL;6078;;HLA CLASE  I (A,B, C)  
ESPECIAL;6079;;HLA CLASE  II (DRB, DQB)  
ESPECIAL;6081;;HLA CLASE I Y II ( A,B,  DRB )
ESPECIAL;944;;HLA COMPLETO I Y II (A. B DR)
ESPECIAL;6105;;HTLV I-II ANTICUERPOS (PARAPARESIA ESPASTICA TROPICAL)
ESPECIAL;6106;;HTLV I-II ANTICUERPOS EN L.C.R
ESPECIAL;6107;;HTLV I-II ANTICUERPOS: INMUNOBLOT (BANDAS-CONFIRMATORIA)
ESPECIAL;6108;;HUNTINGTON: MUTACIÓN ANALISIS (EXPANSION DE TRIPLETAS CAG)
ESPECIAL;6109;;IA-2 ANTICUERPOS (DIABÉTICOS INSULINO DEPENDIENTES)
ESPECIAL;6115;;IDURONATO 2- SULFATO SULFATASA EN LEUCOCITOS
ESPECIAL;6131;;INHIBIDOR 1  DEL ACTIVADOR DE PLASMINÓGENO (PAI-1) 
ESPECIAL;6132;;INHIBIDOR C1 ESTERASA: CONCENTRACIÓN
ESPECIAL;6133;;INHIBIDOR DEL FACTOR XII
ESPECIAL;6134;;INHIBIDORES DEL FACTOR II (ANTICUERPOS)
ESPECIAL;6135;;INHIBIDORES DEL FACTOR IX (ANTICUERPOS)
ESPECIAL;6136;;INHIBIDORES DEL FACTOR V 
ESPECIAL;6137;;INHIBIDORES DEL FACTOR VII (ANTICUERPOS)
ESPECIAL;6138;;INHIBIDORES DEL FACTOR VIII (ANTICUERPOS)
ESPECIAL;6139;;INHIBIDORES DEL FACTOR X (ANTICUERPOS)
ESPECIAL;6140;;INHIBIDORES DEL FACTOR XI (ANTICUERPOS)
ESPECIAL;6141;;INHIBINA A     
ESPECIAL;6142;;INHIBINA B
ESPECIAL;6144;;INMUNOFIJACION EN SUERO 
ESPECIAL;6145;;INMUNOGLOBULINA A SECRETORA (IGA SECRETORA), MUESTRA BIOLOGICA
ESPECIAL;6146;;INMUNOGLOBULINA A SUBCLASES
ESPECIAL;6185;;JAK2 - EXÓN 12, SÍNDROME MIELOPROLIFERATIVO CRÓNICO (SMC): SCREENING
ESPECIAL;6186;;JAK2 MUTACION (V617F) ANALISIS CUANTITATIVO
ESPECIAL;6187;;JAK2 SINDROME MIELOPROLIFERATIVO CRONICO (V617F)- CUALITATIVO
ESPECIAL;6219;;LEUCOENCEFALOPATIA MEGALONCEFALICA CON QUISTES SUBCORTICALES - GEN MLC1 -  (ENFERMEDAD DE  VAN DE KNAAP)  - SECUENCIACION COMPLETA.
ESPECIAL;6220;;LEVETIRACETAM NIVELES SERICOS (KEPPRA)
ESPECIAL;6228;;LINFOCITOS B: CD19/CD20 (CITOMETRÍA DE FLUJO)
ESPECIAL;6229;;LINFOCITOS CD22 POR CITOMETRIA DE FLUJO
ESPECIAL;6230;;LINFOCITOS CD3 / CD4 / CD8 :  CITOMETRIA DE FLUJO
ESPECIAL;6231;;LINFOCITOS NK CD16-C56 (CITOMETRIA DE FLUJO)
ESPECIAL;6232;;LINFOCITOS NK CD7 - CD16/CD56
ESPECIAL;6233;;LINFOCITOS T DOBLEMENTE NEGATIVOS
ESPECIAL;6247;;LKM-1 ANTICUERPOS (ANTICUERPO MICROSOMAL RIÑON-HÍGADO TIPO 1) (EIA)
ESPECIAL;6249;;LSA CLASE I (P.R.A. ANTÍGENO INDIVIDUAL)
ESPECIAL;6250;;LSA CLASE II (P.R.A. ANTÍGENO INDIVIDUAL)
ESPECIAL;6287;;MGLUR1 ANTICUERPOS SUERO
ESPECIAL;6288;;MGMT (PROMOTOR) METILACION EN TEJIDO
ESPECIAL;6289;;MI - 2 AUTOANTICUERPOS
ESPECIAL;6290;;MI-1/MI-2 ANTICUERPOS 
ESPECIAL;6293;;MICROARREGLOS (MICROARRYS) CYTOSCAN 750K
INMUNOLOGIA;852;270096;ANTIC. DENGUE IGM
ESPECIAL;6299;;MIOCARDIOPATIA DILATADA  ( PANEL MOLECULAR ) - MENOS DE 100 GENES
ESPECIAL;6312;;MUSCULO ESTRIADO: ANTICUERPOS
ESPECIAL;6313;;MUSCULO LISO: ANTICUERPOS (ASMA)
ESPECIAL;6314;;MUSK ANTICUERPOS (TIROSINASA MUSCULO ESPECÍFICA )
ESPECIAL;6323;;MUTACIONES EN IDH (EXON 4) - IDH1, IDH2
ESPECIAL;6324;;MUTACIONES EN PIK3CA
ESPECIAL;6325;;MUTACIONES SOMATICAS IGH  (IGHV)
ESPECIAL;6326;;MYCOBACTERIAS ATIPICAS IDENTIFICACIÓN  POR P.C.R ( 19 ESPECIES)
ESPECIAL;6327;;MYCOBACTERIUM LEPRAE DNA DETECTOR 
ESPECIAL;6331;;MYCOBACTERIUM TUBERCULOSIS DNA DETECTOR (PCR)
ESPECIAL;6332;;MYCOBACTERIUM TUBERCULOSIS, DNA DETECTOR Y RESISTENCIAS  (MDR: ISONIAZIDA 7 MUTACIONES, RIFAMPICINA 18 MUTACIONES)
ESPECIAL;6333;;MYCOBACTERIUM TUBERCULOSIS, DNA DETECTOR Y RESISTENCIAS ( ANYPLEX II MDR /XDR ) (MDR: ISONIAZIDA 7 MUTACIONES, RIFAMPICINA 18 MUTACIONES. XDR: FLUOROQUINOLONAS 7 MUTACIONES, INYECTABLES 6 MUTACIONES)
ESPECIAL;6334;;MYCOPLASMA PNEUMONIAE, DETECCION POR PCR (DNA DETECTOR)
ESPECIAL;6338;;MYSOLINE (PRIMIDONA, FENOBARBITAL )
ESPECIAL;6339;;NBT: REDUCCION DEL AZUL DE TETRAZOLIUM
ESPECIAL;6340;;NEISSERIA GONORREAE: DETECCIÓN POR PCR EN TIEMPO REAL ( + PANEL DE ENFERMEDADES DE TRANSMISION SEXUAL )
ESPECIAL;6341;;NEOPLASIA ENDOCRINA MÚLTIPLE TIPO 1 -  GEN MEN1 -  MLPA
ESPECIAL;6342;;NEOPLASIA ENDOCRINA MULTIPLE TIPO 2A Y 2B - GEN RET - SECUENCIACION
ESPECIAL;6343;;NEOPLASIA ENDOCRINA MÚLTIPLE TIPO I   (SÍNDROME WERMER) – GEN MEN1 (MENINA) - SECUENCIACION COMPLETA.
ESPECIAL;6345;;NEUROFIBROMATOSIS TIPO 1 – GEN NF1. SECUENCIACION COMPLETA.
ESPECIAL;6346;;NEUROFIBROMATOSIS TIPO 2 - GEN NF2 - MLPA
ESPECIAL;6347;;NEUROFIBROMATOSIS TIPO 2 - GEN NF2.  SECUENCIACION COMPLETA
ESPECIAL;6348;;NEUROFIBROMATOSIS TIPO I - GEN NF1 :  DELECIÓN/DUPLICACIÓN  ( MLPA ).
ESPECIAL;6351;;NEURONAL NUCLEAR HU,  AUTOANTICUERPOS               
ESPECIAL;6352;;NEURONAL NUCLEAR HU,  AUTOANTICUERPOS EN L.C.R.
ESPECIAL;6353;;NEURONAL NUCLEAR RI AUTOANTICUERPOS
ESPECIAL;6354;;NEURONALES (ANTI-HU, YO ,RI, FIFISINA, CV2, MA2, MGT-30, AGNA, RECOVERINA) ANTICUERPOS, SUERO / LCR
ESPECIAL;6355;;NEURONALES ANTI-CV2 ANTICUERPOS
ESPECIAL;6356;;NEURONALES ANTI-MA1 ANTICUERPOS
ESPECIAL;6357;;NEURONALES ANTI-TR ANTICUERPO 
ESPECIAL;6358;;NEURONALES RECEPTOR AMPA, ANTICUERPOS
ESPECIAL;6359;;NEUROPATIA HEREDITARIA SENSORIAL Y AUTOSOMICA TIPO V - GEN NGFB - SECUENCIACION COMPLETA
ESPECIAL;6360;;NEUROPATÍA OPTICA HEREDITARIA DE LEBER (LHON): MT-ND1, MT-ND6, MT-ND4. DETECCIÓN MUTACIONES M.11778G>A, M.14484T>C, M.3460G>A. SECUENCIACIÓN.
ESPECIAL;6361;;NEUROPATIA SENSITIVA HEREDITARIA TIPO IV (CIPA) - GEN NTRK1 - SECUENCIACION
ESPECIAL;6362;;NEUTROPENA CONGENITA - 6 GENES: ELANE, G6PC3, GFI1, JAGN1, VPS45, WAS
ESPECIAL;6363;;NGAL (LIPOCALINA  ASOCIADA A GELATINASA DE NEUTROFILOS)
ESPECIAL;6366;;N-METIL ASPARTATO RECEPTOR ANTICUERPOS EN SUERO  (ANTI RECEPTOR NMDA) 
ESPECIAL;6368;;NOONAN / LEOPARD / CARDIO-FACIO-CUTÁNEO / COSTELLO, SINDROME, 11 GENES: PTPN11 - RAF1 - SOS1 - KRAS - HRAS - BRAF - MAP2K1 - MAP2K2 -SHOC2 - NRAS -CBL 
ESPECIAL;6369;;NOONAN SINDROME - 8 GENES: PTPN11, RAF1, KRAS, SOS1, CBL, BRAF, MAP2K1, NRAS
ESPECIAL;6371;;NORTRIPTILINA: NIVELES SERICOS 
ESPECIAL;6372;;NRAS MUTACION (EXONES 2, 3 Y 4)
ESPECIAL;6376;;OBESIDAD  - 6 GENES: MC4R, PCSK1 , POMC,  LEP, LEPR Y PPARG. SECUENCIACION 
ESPECIAL;6378;;ONCOLOGÍA ANEUPLOIDIAS (TRISOMÍAS DE 4 - 10 Y 17) -  (MLPA)
ESPECIAL;6379;;ONCOPANEL BRCA PLUS DX: FARMACOGENÉTICA
ESPECIAL;6380;;ONCOPANEL DX: COLORRECTAL
ESPECIAL;6381;;ONCOPANEL DX: PEDIÁTRICO
ESPECIAL;6392;;OSTEOGENESIS IMPERFECTA - 3 GENES: COL1A1, COL1A2, ANO5
ESPECIAL;6393;;OSTEOGENESIS IMPERFECTA - GENES  COL1A1 Y COL1A2 - MLPA.
ESPECIAL;6394;;OSTEOGENESIS IMPERFECTA - GENES  COL1A1 Y COL1A2 - SECUENCIACION COMPLETA.
ESPECIAL;6395;;OSTEOGENESIS IMPERFECTA AUTOSOMICA RECESIVA - 8 GENES: CRTAP, FKBP10, P3H1, PLOD2, PPIB, SERPINF1, SERPINH1, SP7
ESPECIAL;6399;;OXAZEPAN
ESPECIAL;6400;;OXCARBAZEPINA (TRILEPTAL) 
ESPECIAL;6402;;OXICODONA Y METABOLITOS EN SUERO
ESPECIAL;6404;;PANCREATITIS HEREDITARIA - GEN PRSS1 - SECUENCIACION COMPLETA
ESPECIAL;6406;;PANEL BRUCELLA: AC IGG - IGM
