CATEGORIA;NOMBRE;REFERENCIA;UNIDAD;GENERACION
;SI SEAL PIECE U1;4904648001;;
;SI2 (3000 test) cobas c701-702;5172179190;;
;SIFILIS CASSETTE X 20 UNIDADES (ABON);ISY-U402;;
;SIFILIS IGM ;SIF102020;;
;SILICON GREASE HVG;7936494001;;
;SILICON TUBING 3X6.5;5917000001;;
;SILICON TUBING 3X6.5;5917000001;;
;SILLA DE RUEDA MOD: FY809B  capacidad 100 kg;EG18010;;
;SILLON DIALISIS POSICIONES ;D577-BR;;
;SIPPER  NOZZLE;4547179001;;
;SIPPER NOZZLE SEAL SET;7847866001;;
;SIPPER PIPETTOR SYRINGE UNIT;6994377001;;
;SIPPER PROBE (FOR THE SIPPER);3561534001;;
;SIPPER PROBE ASSY S1C;11996908001;;
;SIPPER TUBE 1;4938763001;;
;SIPPER TUBE N (10 pcs) SET;7671555001;;
;SIPPER TUBE N (10) SET;7671555001;;
;SISTEMA DE CAMARA DE SEGURIDAD;SISTCAM001;;
;SISTEMA DE CAMARA DE SEGURIDAD ONWOTE;SISTCAM002;;
;SISTEMA DE IMPULSO BOMBA 1/2 HP PEDROLLO / SISTEMA EASYPRESS;PEASY;;
;SISTEMA DE REALCE;SISTREALCE;;
;SISTEMA PREFILTRACION;SIST-002;;
;SITE PREP & EXHAUST KIT, VENTANA HE 600;7801700001;;
;SLEEVE TUBE HANDLER FRONT PART;4666771001;;
;SLIDES P MS-101P;4792998001;;
;SLIDES YELLOW MS-101Y;4793013001;;
;SMS, cobas c503, 123T;8063478190;;
;SNAPPAK, 9180 9181;3112349180;;
;SNCS USB BACKUP DRIVE;7043724001;;
;SO DIMM KINGSTON 4GB 1RX 16 512MBX 64B IT PC 4-2666 CL19 260-PIN;DIMKIN26S19S6-4;;
;SO-DIMM-HP S1 8GB DDR4-2666MHZ 260 PINES;DIMHPX7EH98AA;;
;SOFTWARE WEB LAB;4676254001;;
;SOLENOID 12 VDC 4W ASSY L650;28164088001;;
;SOLENOID 5V DC 1.9W ASSY L115;28103984001;;
;SOLENOID 5VDC 1.9W ASSY L300;28123047001;;
;SOLENOID VALVE;4546997001;;
;SOLENOID VALVE FOR VACUUM;4547080001;;
;SOLENOID VALVE FOR VACUUM(3WAY);4546776001;;
;SOLENOID VALVE FOR WASTE;4547071001;;
;SOLENOID VALVE HB11;4547047001;;
;SOLENOID, VALVE, EA;3067467001;;
;SOLID STATE DRIVER WESTERN DIGITAL 240GB 2 INCH SATA 3 540MB;HDDWDIS240G2G0A;;
;SOLUCION DE HAYEN 250ML;SOLHAY111;;
;SOLUCION PREPARADA DE MONSEL 1 LITRO;20382;;
;SOLUTION NACL 10% FOR URISYS 2400;4715063001;;
;SOPORTE UNIVERSAL V4INK;SOPUNV4;;
;SORTER GRIPPER;6896430001;;
;SOSTENEDOR DE ENSAMBLE No.260;7668511001;;
;SP JOINT TUBE FOR WG COMPLETE;6646468001;;
;SP-10 Supply Parts (EU);6981038001;;
;SP-10 Supply Parts (US);7038658001;;
;SPACERÂ PLATEÂ NEEDLE;7852029001;;
;SPARE PARTS AND CONSUMABLES BOX;5422094001;;
;SPRING;3024172001;;
;SPRING;11228625001;;
;SPRING (RACK DET);12026295001;;
;SPRING (SIPPER);4547292001;;
;SPRING D7.5/0.45 L36.5;5327822001;;
;SPRING HOLDER;11709933001;;
;SPRING L;12026368001;;
;SPRING S;11907832001;;
;SQUEEZER SLEEVE, SET OF 8;6405045001;;
;SSD HP S650 240GB 2,5INCH SATA III INTERNO;HDDHPX345M8AA;;
;SSD KINGSTON 240GB A 400 SATA 3.25 INC;HDDKINSA40S3724;;
;SSD KINGSTON NV1 250GB M.2 PCIe NVMe SNVS-250G ;HDDKINSNVS250G;;
;SSD KINGSTON NV2 1TB 1000GB M.2 NVMe PCIe 4.0 3500/2100MB/s (SNV2S/1000G);SSD0159;;
;SSD WESTERN DIGITAL 240GB L3.96 W2.75HD 28 SATA 545MB GREEN;HDDWDIS240G3G0A;;
;SSD(256GB +WIN10 2016) COMPLETE;9437967001;;
;SSEN-E1 PI ASSY;3022188001;;
;SSdwLab single-user-license;5126193001;;
;STABILIZER SAMPLE RACK, SET OF 3;5355028001;;
;STAR compl. with accessories;4640535001;;
;STARlet 8Ch.compl. w. accessories;4872649001;;
;STATIONARY CARRIER W/O SHAKER & M. PLATE;5509955001;;
;STD-RACK 0151-0200;11903039001;;
;STD-RACK 0201-0250;11903047001;;
;STD-RACK 0251-0300;11903055001;;
;STD-RACK 0301-0350;11903063001;;
;STD-RACK 0351-0400;11903071001;;
;STD-RACK 0501-0600;11903098001;;
;STD-RACK 0601-0700;11903101001;;
;STD-RACK 0701-0800;11903128001;;
;STD-RACK 0801-0900;11903136001;;
;STD-RACK 0901-1000;11903144001;;
;STD-RACK, CONTROL Q021-Q030 WHITE;12025604001;;
;STD-RACK, CONTROL Q031-Q040 WHITE;12025612001;;
;STD-RACK, RE-RUN R026-R050 PINK;12025647001;;
;STD-RACK, RE-RUN R051-R075 PINK;12025655001;;
;STD-RACK, RE-RUN R076-R100 PINK;12025663001;;
;STEEL INSERT FOR TUBE HOLDER (5 PCS);6782230001;;
;STEELBAND L975;4907736001;;
;STEPPING MOTOR SH1421-0642;6573053001;;
;STIRRER R1;3785378001;;
;STIRRER R2;3785360001;;
;STIRRING ROD (W. SCREW);12029928001;;
;STOP HOOK;4692519001;;
;STOP-& U-DISC, PIPETTING ARM, SET OF 8;4824334001;;
;STROMATOLYSER 4DL 5L (FFD-200A);9511652001;;
;SUB INSTRUMENT 9180;4594495001;;
;SULFATRIMETROPIN-B 1.25/23.75 X 50 DISCOS ;BIO-SULF;;
;SULPHAMETHOX+TRIMETHOPRIM SXT 25 (OXOID);CT0052B;;
;SUMINISTRO.;;;
;SUPPORTING RUBBER;5656141001;;
;SUSTITUTO DE XILENO GALON;FQSDX-001-00;;
;SV 1 ASSY;3024466001;;
;SV 2 ASSY;3024474001;;
;SV ASSY;3735532001;;
;SW AMPLILINK 3.2.1 CD;5093236001;;
;SW AMPLILINK 3.3.3 CD  ;6553699001;;
;SW AMPLILINK 3.3.5 CD;5807875001;;
;SW AMPLILINK 3.3.7 CD;6712673001;;
;SW AMPLILINK 3.4.0 CD;7347308001;;
;SW C111 SIMULATOR V3.0.0 CD;5735491001;;
;SW C4800 2.1 CDIFF AP V1.0.1 CD;7433794001;;
;SW C4800 2.1 MRSA/SA AP V1.0.1 CD;7433816001;;
;SW C4800 EGFR PLASMA P1 AP V1.0.1 CD;7704372001;;
;SW C4800 EGFR PLASMA RUO AP V1.0.1 CD;7704399001;;
;SW C4800 EGFR TISSUE P1 AP V. 1.0.0.X;7728204001;;
;SW C4800 FSE TOOLS;7109504001;;
;SW C4800 HCV AP V1.0.0 CD;7496109001;;
;SW C4800 HCV GT AP V1.0.0 CD;7496117001;;
;SW C4800 HIV-1 AP V1.0.0 CD;7496125001;;
;SW C4800 HPV AP V2.1.0 CD;7727984001;;
;SW C6000 INSTALL CD V06-01;7459645001;;
;SW CD c4800 [ASAP] BRAF V600 Mutant Test v1.0.0.1028 (CE-IVD)(US-IVD);5842174001;;
;SW CD c4800 [ASAP] EGFR P1 Mutation Test v1.0.0.1139 (CE-IVD);6635113001;;
;SW CD c4800 [ASAP] KRAS Mutation Test v1.0.0.1113 (CE-IVD);6240399001;;
;SW CF-CARD ELECSYS 2010 06-08;6697747001;;
;SW COBAS 4800 2.1 BRAF AP V1.1.0;7089309001;;
;SW COBAS 4800 2.1 EGFR P1 AP V1.2.0;7089279001;;
;SW COBAS 4800 2.1 EGFR P2 AP V1.3.0;7089287001;;
;SW COBAS 4800 2.1 HSV 1 AND 2 AP V1.0.0;7089252001;;
;SW COBAS 4800 2.1 KRAS P1 AP V1.1.0;7089295001;;
;SW COBAS 4800 2.1 KRAS P2 AP V1.2.0;7089317001;;
;SW COBAS 4800 ARCHIVE VIEWER V2.0.0 CD;7575203001;;
;SW COBAS 4800 FSE TOOLS CD 3.0;7683588001;;
;SW COBAS 4800 IMAGE DVD FOR RP5700;6309895001;;
;SW COBAS 4800 OSW7 UDF V2.0.0 RP5700 DVD;7132565001;;
;SW COBAS 4800 OSXP UDF V1.0.0 DVD;6355315001;;
;SW COBAS 4800 PIK3CA RUO AP V1.1.0;7093675001;;
;SW COBAS 4800 PLATFORM V2.1.0 CD;7170114001;;
;SW COBAS 4800 SOFTWARE V1.1.2 CD;7107196001;;
;SW COBAS 4800 SYSTEM (CORE) V2.2 CD;7565500001;;
;SW COBAS 4800 V2.0.1. CD;6654576001;;
;SW COBAS 6000 INSTALL CD V05-02;7057997001;;
;SW COBAS 6800/8800 DSS 01.00.06.0001 CD;7345950001;;
;SW COBAS 6800/8800 FSR TOOLS V4.0 CD;7353111001;;
;SW COBAS 6800/8800 FSR TOOLS V4.1 CD;7436882001;;
;SW COBAS 6800/8800 LP 01.00.12.0000 CD;7555873001;;
;SW COBAS 6800/8800 LP 01.01.09.1003 CD;7704445001;;
;SW COBAS 6800/8800 MP  01.00.11.1018 CD;7436661001;;
;SW COBAS 6800/8800 MP 01.01.09.1003 CD;7704437001;;
;SW COBAS 6800/8800 V01.00.12 CD;7379374001;;
;SW COBAS 6800/8800 V01.01.09 CD;7541970001;;
;SW COBAS CHK ASAP V8.0.0 CD;7398565001;;
;SW COBAS CMV ASAP V8.0.0 CD;7133901001;;
;SW COBAS DPX ASAP V8.1.0 CD;7539738001;;
;SW COBAS DPX-B19 ASAP V8.0.0 CD;7133871001;;
;SW COBAS HCV ASAP V8.0.0 CD;7133847001;;
;SW COBAS HIV-1 ASAP V8.0.0 CD;7133812001;;
;SW COBAS LINK RECOV DVD WIN7 LOT15-17;7435355001;;
;SW COBAS MPX ASAP V8.1.0 CD;7398603001;;
;SW COBAS P 471 VERSION 1.3.2;7671482001;;
;SW COBAS P 512 VERSION 1.4.4;7040717001;;
;SW COBAS P 512 VERSION 1.4.6;7151594001;;
;SW COBAS P 512 VERSION 1.5.0;7239980001;;
;SW COBAS P 512 VERSION 1.6.0;7423101001;;
;SW COBAS P 512 VERSION 1.6.1;7671474001;;
;SW COBAS P 612 VERSION 1.5.1;7671466001;;
;SW COBAS P 612 VERSION 1.6.0;7887230001;;
;SW COBAS S 201 CONFIG FILE;5118573001;;
;SW COBAS WNV ASAP V8.1.0 CD;7398611001;;
;SW COBAS X 480 SERVICE SOFTWARE V2.1 CD;7124031001;;
;SW COBAS X 480 SERVICE SOFTWARE V2.1 CD;;;
;SW COBAS X480 SERVICE CD V 2.0;;;
;SW COBAS X480 SERVICE CD V 2.0;7414811001;;
;SW COBAS Z480 SOFTWARE V3.0.5 CD SERVICE;7470100001;;
;SW DEEPCHEK-HIV CODE;7001312001;;
;SW DM c8000 V1.05.01;7802536001;;
;SW INSTALL CD COBAS 8000 V04-01;7008104001;;
;SW INSTALL CD COBAS 8000 V04-02;7185103001;;
;SW INSTALL CD COBAS E411 V02-04;7160844001;;
;SW INSTALL CD MODULAR V08-06;6349650001;;
;SW INSTALL CD MODULAR V08-07;7151683001;;
;SW INTERNAT C6000 V6.1.1;7459700001;;
;SW INTERNAT CD C6000 V5.2.1;7058004001;;
;SW INTERNAT CD COBAS E411 V2.4.1;7160879001;;
;SW INTERNAT CD MODULAR ANALYTICS V8.6.1;6349676001;;
;SW INTERNAT DVD C8000 V4.2.1;7185111001;;
;SW INTERNAT DVD COBAS 8000  V4.1.1;7008112001;;
;SW Install CD c8000 V5-2;7782985001;;
;SW Internat DVD 8000 V5.2.1(EU-lauguage);7782969001;;
;SW LANGUAGE CD 1.2.0;6904475001;;
;SW LANGUAGE CD V1.1.0;6615473001;;
;SW LC2.0/1.X OSW7 RP5700 (LSR ONLY) DVD;;;
;SW MICRLOLAB STAR IVD 4.2 CD;6369286001;;
;SW ML STAR SERVICE V 1.2;6531148001;;
;SW MPA MOD APPL CD 200/210/550 V 60-11;7097174001;;
;SW OS WIN 10 UPGRADE FOR HP G3 PC SVC;;;
;SW OS XP DC7100 V1.0 AL3.3 DVD;5106265001;;
;SW OS XP DC7600 V1.0 AL3.2 DVD;4920562001;;
;SW OS XP DC7600 V1.0 AL3.3 DVD;5106257001;;
;SW OS XP EVO510 V1.0 AL3.3 DVD;5106273001;;
;SW OS XP RECOVERY BSCU RP5700 S201 CD;5480604001;;
;SW OS XP RP5700 V1.0 AL3.3 DVD;5479371001;;
;SW OS XP RP5700 V2.0 AL3.3 DVD;6995535001;;
;SW OSWIN7 RECO.FOR RP5700-C4800 V2.0 DVD;7101228001;;
;SW OSWIN7 RECSYS RP5800-C4800 V2.1.1 DVD;7542445001;;
;SW OSWIN7 RECUDF RP5800-C4800 V2.0.1 DVD;7542453001;;
;SW P 512 VERSION 1.4.1;6545351001;;
;SW RSD PRO 1.3.0.1;6368115001;;
;SW RSD PRO CD V1.3.0;5826390001;;
;SW RSD PRO VERSION 1.3.5;6390951001;;
;SW RSD PRO VERSION 1.3.5.1;6444377001;;
;SW RSD PRO VERSION 1.3.5.3;6491545001;;
;SW RSD Pro Version 1.3.5.2;6459331001;;
;SW S201 CFGFILE V3.1.0 AL3.3 CD;6727816001;;
;SW S201D UPGR INST TOOL V1.0;6327575001;;
;SW SERVICE COBAS C311 INSTALL CD D1-01;5527562001;;
;SW SERVICE COBAS C311 INSTALL CD E1-01;7149395001;;
;SW SERVICE PACK AMPLILINK 3.3.2 CD;6321976001;;
;SW SET cobas b 121 system V2.76;6353177001;;
;SW SET cobas b 121/Roche OMNI C V1.76;6353207001;;
;SW SSM 003.0006.0112 CD;7521626001;;
;SW c4800 CT/NG AP V. 2.1.0 CD;7764677001;;
;SW c4800 CT/NG v2.0 AP V. 2.2.0 CD;7764685001;;
;SW cobas 4800 SW v2.1 HPV AP v2.0.1 CD;7345879001;;
;SW cobas 4800 UDF v2.0.0 CD;7540922001;;
;SW cobas HBV ASAP v8.0.0 CD;7133839001;;
;SWITCH 8 PORT;TP0001;;
;SWITCH DLINK 5 PORT 10-100 RJ45 SOHO ;SWIDLKDES1005A;;
;SWITCH DLINK DES-1008C 8 PORT 10-100 RJ45;SWIDLKDES1008C;;
;SWITCH FLOAT ASSY;3024679001;;
;SWITCH HP PROCURVE V1405C-8 ;6359353001;;
;SWITCH ON/OFF;7166460001;;
;SWITCH TP-LINK DE SOBREMESA TL-SF1008D - 8 PORT - 10/100MPS;RED0356;;
;SYFILIS 3.0 TIRA X 25 STANDAR DIAGNOSTIC;06FK12;;
;SYMBOL CAB (CABLE);4922077001;;
;SYMBOL DS6608 IMAGER BARCODE READER;4921950001;;
;SYPHILIS S/P X CASSETTE ACCU TELL;ABT017;;
;SYPHILIS SP WB TEST;TTP02;;
;SYRINGE 0.25ML V2;9114319001;;
;SYRINGE 2;6992048001;;
;SYRINGE 2 S;6992064001;;
;SYRINGE 2.5ML SAL;28122911001;;
;SYRINGE 2.5ML V2;9114327001;;
;SYRINGE 500uL;28088128001;;
;SYRINGE ASSY;11227114001;;
;SYRINGE KIT FOR MOD ISE(SINGLE);6992196001;;
;SYRINGE R ASSY;7840292001;;
;SYRINGE REAGENT 1 ASSY;7840314001;;
;SYRINGE REAGENT 1 ASSY (nonRoHS);3736156001;;
;SYRINGE_ASSY NO.30;6572316001;;
;SYRINGE_ASSY NO.31;6572227001;;
;SYRINGE_ASSY NO.67 (FCM SHEATH);8272425001;;
;SYSCLEAN-ADAPTER M;3027651001;;
;SYSTEM GENERIC AVL 9180;3157334001 ELIM;;
;SYSTEM SOFTWARE V4.2 cobas b 123;7133324001;;
;Sal en Grano;SAL;;
;Samp.cup micro(100pcs)707-0313;11229290001;;
;Sample Arm Interface Board (Placa de interfaz del brazo de muestra);M10022;;
;Sample Carrier, 24;4639502001;;
;Sample Cleaner 1, Cobas 8000;5352991190;;
;Sample Cleaner 2, cobas 8000;5968828190;;
;Sample Diluent KU-R02-1/5L-F20;KU-R02-1/F20;;
;Sample Diluent KU-R02-1/5L-F40;KU-R02-1/F40;;
;Sample Diluent KU-R02-2/10L-F20;KU-R02-2/F20;;
;Sample Diluent KU-R02-2/10L-F40;KU-R02-2/F40;;
;Sample Diluent KU-R02-3/20L-F20;KU-R02-3/F20;;
;Sample Diluent KU-R02-3/20L-F40;KU-R02-3/F40;;
;Sample Rack No 3-2 Assy (3 pcs/;4851072001;;
;Sample Rack t411;6765785001;;
;Sample Release Agent (Agente de liberaciÃ³n de muestras para ACIDO FOLICO MAGLUMI);130299026M;;
;Sample Release Agent (Pretratamiento de las muestras de orina MAGLUMI);130299034M;;
;Sample Supply Module;6301037001;;
;Sample collection cup 001/pack x50;KU-CUP-001;;
;Sample collection cup 003/KU-F20 pack x50;KU-CUP-003;;
;Sample collection cup 004/ KU-F40 pack x50;KU-CUP-004;;
;Sample nozzle (2)     725-0392;11225243001;;
;Sample&Reagent (Tarjeta de Muestra y Reactivos);M11016;;
;Sampler SA-10 COMPLETE;6509959001;;
;Sampling S Assy;7839219001;;
;Sangre oculta Rapid Test Kit MANUAL (Colloidal Gold Method) FOB-A;FOB-A ;;
;Screw set             707-0524;11405462001;;
;Seal (R1,R2);11226436001;;
;Seal piece 1,5 lower  714-1361;11568485001;;
;Seal piece 1,5 upper  714-1360;11568477001;;
;Seal piece 5,5 lower  714-1363;11568507001;;
;Seal piece 5,5 upper  714-1362;11568493001;;
;Secondary PM Kit ACL TOP 300/350;29412012;;
;Sediment Terminal Urisys 1800;4581725001;;
;Sensor Cable;4660579001;;
;Sensor reflective assy l150 v2;8436053001;;
;SeqHLA 454 chipcard JSI ;6710263001;;
;Sequencer accesories kit ;6569102001;;
;Serology SARS-CoV-2;(SE-CoV-20);;
;Server v6 SSDWlab;6391087001;;
;Service contract of Cobas IT Infinity;7255195001;;
;Shutter;12020734001;;
;Silencer SLWBA (SL 1/4);3231569001;;
;Single Server PDM 110V;4706277001;;
;Sipper tube 75mm      707-0499.;11406329001;;
;Slidemaker SP-10 MAIN COMPLETE;6510132001;;
;Sodium Chloride;7932804001;;
;Solenoid 6VDC Assy L300;28124183001;;
;Solid Waste Bag;5530873001;;
;Solid Waste Container;7094361001;;
;Sonda de alimentaciÃ³n naso enteral, 16 Fr;SANE16FR;;
;Sonda de alimentaciÃ³n naso enteral, 8 Fr, 38 cm;SNE8FR;;
;Sonda nasogÃ¡strica, 14 Fr, 85 cm;SNG14FR;;
;Sonda nasogÃ¡strica, 6 Fr, 25 cm;SNG6FR;;
;Spacer Plate Needle;3150194001;;
;Spring                725-1862;11227149001;;
;Spring (S)            707-1650;11404938001;;
;Std-rack col lab lightgreen 50*LR;12024136001;;
;Std-rack color label orange 50*LR;12024128001;;
;Std-rack color label yellow 50*LR;12024098001;;
;Stepping motor (1)    707-0226;11229044001;;
;SucciÃ³n CLEan en botella assy;4793919001;;
;Sus wire (nozzle cl.) 705-0516;10641766001;;
;Switching HUB 3 Assy ;8132968001;;
;Syphilis Elecsys cobas e 100;9014977190;;
;Syringe Reagent assy;11700251001;;
;Syringe Unit;28160074001;;
;T&D DISC COMPLETE cobas b 221;5039428001;;
;T&D MODUL KOMPLETTÂ COBASÂ BÂ 221;7928793001;;
;T&D OPTICAL SENSOR cobas b 221;3309703001;;
;T&D SAMPLE DRIP TRAY cobas b 221;3274764001;;
;T&D SCREW cobas b 221 (5 pcs);5464749001;;
;T&D TUBING SET cobas b 221;3309797001;;
;T-piece;3086640001;;
;T3 Elecsys cobas e 200 V2;9007725190;;
;T4 Elecsys cobas e 200 V3;9007741190;;
;TABLA LECTURA G. SANGUINEO ACRILICA 4 HILERAS;VIB00065;;
;TABLA PARA LECTURA DE HEMATOCRITOS;RO70031;;
;TABLE Cobas Integra 400 plus;3310264001;;
;TACOMETRO DIGITAL;TACDIG001;;
;TAMBOR DRUM HP LASER JET CF232A ORIG. 23000 PAG;THPCF232;;
;TAMP APPLICATOR A3 / A4+;6463053001;;
;TANQUE PLASTIGAMA 250 LITROS;TANK;;
;TBA 320 TEST (BIOSSAYS 240 PLUS);130502001A;;
;TBA 365 TEST (BIOSSAYS C8);130502001S;;
;TBIL 300 TEST (BIOSSAYS 240 PLUS);130502006A;;
;TBIL 350 TEST (BIOSSAYS C8);130502006S;;
;TECLADO;TEC001LOG;;
;TECLADO GENIUS KM-160-MOUSE OPT WIRED USB BLACK SP;KEYGENKM160USBK;;
;TECLADO LOGITECH K400 PLUS NEGRO WIRELESS TOUCH PAD-MUKTIMEDIA;KEYLOG920007123;;
;TELF. HONOR X7A 128 GB ;TELF. HONOR X7A;;
;TELF. SAMSUNG A14 128;TELF. SAMSUNG A14;;
;TEMPORIZADOR;TMP8921;;
;TENSIOMETRO DIGITAL;TH781;;
;TENSIOMETRO DIGITAL BRAZO MOD. HEM-7120;IM05430;;
;TENSIOMETRO DIGITAL RIESTER;DIAG-067;;
;TENSION METER (NOS);3053563001;;
;TENSION SPRING LIFTING UNIT;4916689001;;
;TERMINAD;;;
;TERMO HIGOMETRO CON SONDA;C060320;;
;TERMOHIGROMETRO DIGITAL T.I (0-50 C) T.E (-20-70C) MOD S-WS06A AZUL;C060351;;
;TERMOMETRO DIGITAL;DIAG-049;;
;TEST HCG O-S CASSETTE BIOPROVA;THOCB;;
;TEST HELICOBACTER PILORI HECES CASETTE;IHP-602-B;;
;TEST RAPIDO DE ANTIGENO SARS-COV-2 NASAL AUTOTOMA;;;
;TEST STRIP TRANSFER;4343255001;;
;TEST STRIP TRANSPORT AND PHOTOMETER UNIT;7316089001;;
;TEST STRIP TRANSPORTER;7184425001;;
;TEST STRIP TRAY;7166532001;;
;TESTOSTERONE G2 Elecsys E2G 300 v2;8946370190;;
;TG G2 Elecsys E2G 300 V2;8906564190;;
;THB CUVETTE PACKED;3086879001;;
;THB/POLYOX CARTRIDGE cobas b 221;3274942001;;
;THB/SO2 MODULE;4694767001;;
;THERMAL CYCLER UNIT;28097992001;;
;THERMAL CYCLER UNIT;7682450001;;
;THERMAL HEAD CLEANER;12192560001;;
;THERMISTOR DETECTION UNIT;4340566001;;
;THERMISTOR L  ASSY;5777496001;;
;THERMISTOR NTC L=500MM;28108145001;;
;THERMISTOR R ASSY;5777500001;;
;THERMISTOR R ASSY;11707892001;;
;THERMOCYCLER 9700;4476476001;;
;TIFICO H X 5ML (LABKIT);S200545;;
;TIFICO H X 5ML. (WIDAL)RINDE 200 DET;IL10980;;
;TIFICO O X 5ML. (WIDAL);S200540;;
;TIFICO O X 5ML. (WIDAL)RINDE 200 DET;IL06807;;
;TIGECICLINA;TGC00050;;
;TIGECYCLINE 15MCG (OXOID);CT1841B ;;
;TIMER;TM8921;;
;TINTA EPSON T544120 COLOR BLACK;TLMV253;;
;TINTA EPSON T544120 COLOR CYAN;CEPT0823;;
;TINTA EPSON T544120 COLOR MAGENTA;CEPT132;;
;TINTA EPSON T544120 COLOR YELLOW;CEPT132C,Y,M;;
;TINTA EPSON T664-L210-L355-L555 AMARILLO;106R1378;;
;TINTA EPSON T664-L210-L355-L555 AMARILLO (copia);;;
;TINTA EPSON T664-L210-L355-L555 CYAN;108R00619YELL;;
;TINTA EPSON T664-L210-L355-L555 MAGENTA;108R00817CYAN;;
;TINTA EPSON T664-L210-L355-L555 NEGRO;TL200;;
;TINTA INJECT BT-2580P BLACK;BT-2580P;;
;TINTA T 544 - L1110-L3110-L3150-L5190;T544;;
;TINTAS EPSON T504120 NEGRA;T808LE;;
;TIP EJECTOR;4824156001;;
;TIP WASTE CHUTE FRAME;4636040001;;
;TIRA DE ORINA 11 PARAMETROS 11V URIT X 100 UNDS;IL08400;;
;TIRAS DE ORINA COMBI SCREEN PLUS 11 PARAM X 150 UNDS;94150;;
;TIRAS DE ORINA FRASCOS X 100 u MISION ;MN 033101;;
;TIRAS DE ORINA H11 FRASCO X 100 TIRAS;DIR23101120 ;;
;TIRAS DE ORINA INSIGHT SIN MALLA 11 PARAMETROS X 100;ACON;;
;TITANIUM NEEDLE;3515036001;;
;TM - Tumor Markers;LGC PT-CLCC-TM;;
;TOALLA Z 23X23CM  PAQ 150U;600011A;;
;TONE CROME PREMIUN CF258A;01DDE;;
;TONER 105A BLACK ;W1105A;;
;TONER HP 136 W1360A COMP.HPM236SDW;PDCRC;;
;TONER HP CF 258A BLACK ORIG;C238OU;;
;TONER HP CF226A BLACK;TC60X451/8;;
;TONER HP CF230A BLACK;THPCC364AG;;
;TONER HP CF258A BLACK ORIG;C2380U;;
;TONER HP LASER CE505A BLACK;BOTIQ;;
;TONER HP LASER CF283A;CF283A;;
;TONER HP LJ M401dn (CF280X) ;6881068001;;
;TONER HP W1510 BLACK;THP15A;;
;TONER HP W1510A 151A BLACK 3050;W1510A;;
;TONER HP W2310A 215A NEGRO;W2310A;;
;TONER HP W2311A 215A CYAN ;W2311A;;
;TONER HP W2312A 215A AMARILLO ;W2312A;;
;TONER HP W2313A 215A MAGENTA;W2313A;;
;TONER LASER CF226X ORIG;ARCHIMET;;
;TONER MP S8A GENERICO PARA MP409;CF258A;;
;TONNER HP LASERJET 30X Negro;SUMHPXCF230X;;
;TOOL ADAPTER PIECE 1/4 Inch;4635957001;;
;TOOL ADJ. WHITE CALIBRATION;5743150001;;
;TOOL ADJUSTING BOLT, pack of 2;28174563001;;
;TOOL ADJUSTING PIN;3278832001;;
;TOOL ALLAN BIT 1/4 Inch 1.5mm;4635906001;;
;TOOL ALLAN BIT 1/4 Inch 2.5mm;4635922001;;
;TOOL ALLAN BIT 1/4 Inch 2mm;4635914001;;
;TOOL ALU SPACER 6MM COBAS 6000;5132428001;;
;TOOL AUTOLOAD CALIBRATION;4635949001;;
;TOOL AUTOLOAD SENSOR;4636236001;;
;TOOL BELT TENSION MEASURING V2;5360021001;;
;TOOL BRUSH 12X134MM SET OF 10;5652766001;;
;TOOL BRUSH THERMAL CYCLER SET OF 10;5174333001;;
;TOOL C8 ADJ (C702);6588417001;;
;TOOL CALIBRATION WEIGHT 10G OWS;6407498001;;
;TOOL CAP NEEDLE;28181888001;;
;TOOL CAR JACK;7076193001;;
;TOOL CASSETTE OPENER;3286886001;;
;TOOL CHANNEL ADJUSTMENT;4635531001;;
;TOOL CHANNEL CALIBRATION;4635540001;;
;TOOL CHANNEL POSITIONING;4636104001;;
;TOOL CLEANING BRUSH ANALYZER ROTOR;5695821001;;
;TOOL COVER ADJUSTMENT;3122247001;;
;TOOL CUTTER FOR TUBES;24039009001;;
;TOOL DUMMY TIP;3055264001;;
;TOOL DUMMY VESSEL;3055256001;;
;TOOL FIBRE CABLE;28153906001;;
;TOOL FILTER TEST SEGMENT;5708737001;;
;TOOL FLANGE DISC W. 1.3MM PIN;28010269001;;
;TOOL FLANGE PLATE (PAIR);28013519001;;
;TOOL FOCUS;7315988001;;
;TOOL GAUGE SR ADJUSTMENT;4485602001;;
;TOOL GLUE LOCTITE 221;28101469001;;
;TOOL GLUE LOCTITE 241;21423008001;;
;TOOL GROUNDING CABLE CLLD;6405037001;;
;TOOL HEX NUT BIT 1/4 Inch 7mm;4636031001;;
;TOOL HOLDER FOR BALANCE;7076207001;;
;TOOL INTERLOCK COBAS 6000-NOS;4904672001;;
;TOOL INTERLOCK COBAS 6000NO;4904672001;;
;TOOL IR MEASURMENT/SHAKER VERIFICATION;7044810001;;
;TOOL KIT BRAKE RELEASE SERV.;7268572001;;
;TOOL KIT CAP DUMMY RUN;5652782001;;
;TOOL KIT ONBOARD WEIGHING SYSTEM;5411025001;;
;TOOL LEVELLING-SET;28062994001;;
;TOOL MAGNET ADJUSTMENT;11802950001;;
;TOOL O-RING  EXCHANGER;3053539001;;
;TOOL OBSERVATION THERMAL CYCLER 230V;28168369001;;
;TOOL OPENERÂ Â Â Â Â Â Â Â Â Â Â Â  05123950001Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  1 SET;5123950001;;
